name,popularity,price,rating,distance,latitude,longitude,ll,poiCat
Billy's Gyros,,1,60,804.6284266,41.758739,-87.605769,-45.84703,restaurant
Old Chicago Pizza,,2,70,812.929591,41.758739,-87.605769,-45.84703,restaurant
JJ's Grill,,1,20,868.9729159,41.758739,-87.605769,-45.84703,restaurant
Margarita's Pizzeria II,,2,50,881.2366264,41.758739,-87.605769,-45.84703,restaurant
The Budlong Hot Chicken,,2,80,65.73473838,41.917805,-87.653449,-45.735644,restaurant
Kincade’s Bar & Grill,,2,60,74.93140797,41.917805,-87.653449,-45.735644,restaurant
Dee's Mandarin & Sushi Lounge,,2,70,228.60826,41.917805,-87.653449,-45.735644,restaurant
Beacon Doughnuts,,1,90,365.8837092,41.917805,-87.653449,-45.735644,restaurant
Quality Crab & Oyster Bah,,2,80,373.9546063,41.917805,-87.653449,-45.735644,restaurant
Subway,,1,40,486.2817663,41.98404412,-87.65228122,-45.66823711,restaurant
The Little India,,2,70,513.9325936,41.98404412,-87.65228122,-45.66823711,restaurant
Tedino's,,2,70,544.7001256,41.98404412,-87.65228122,-45.66823711,restaurant
Blowfish Contemporary Sushi,,2,90,571.3501798,41.98404412,-87.65228122,-45.66823711,restaurant
Little Vietnam,,1,90,587.3481294,41.98404412,-87.65228122,-45.66823711,restaurant
Phlour Bakery & Cafe,,2,80,590.4238663,41.98404412,-87.65228122,-45.66823711,restaurant
Ben's Noodles and Rice,,1,80,614.7604561,41.98404412,-87.65228122,-45.66823711,restaurant
Baltimore Food & Liquor Store,,1,60,78.45974357,41.653444,-87.547004,-45.89356,restaurant
El Taquin,,2,80,107.6722846,41.653444,-87.547004,-45.89356,restaurant
Club 81 Too,,2,90,848.33934,41.653444,-87.547004,-45.89356,restaurant
Burger King,,1,30,11.14394644,41.653444,-87.547004,-45.89356,restaurant
Alejandra's Mexican Restaurant and Ice Cream,,1,70,11.14394644,41.653444,-87.547004,-45.89356,restaurant
Dj's Gyros,,1,60,624.558869,41.902393,-87.733598,-45.831205,restaurant
Sunny Sub,,1,80,624.558869,41.902393,-87.733598,-45.831205,restaurant
Jimmy's Red Hots,,1,80,739.5726306,41.902393,-87.733598,-45.831205,restaurant
Chi-Town Fried Chicken,,1,100,804.97143,41.902393,-87.733598,-45.831205,restaurant
Chilo Y Chela,,1,80,818.7340808,41.902393,-87.733598,-45.831205,restaurant
Lee's Garden Restaurant,,1,70,843.7928628,41.902393,-87.733598,-45.831205,restaurant
McDonald's,,1,30,870.6955757,41.902393,-87.733598,-45.831205,restaurant
La Quebrada De La 63,,2,70,44.02284218,41.778582,-87.718925,-45.940343,restaurant
Palermo's Italian Restaurant,,2,80,116.9926339,41.778582,-87.718925,-45.940343,restaurant
El Indio Cocina Mexicana,,1,80,223.1073849,41.778582,-87.718925,-45.940343,restaurant
La Jaiba,,1,40,294.3209714,41.778582,-87.718925,-45.940343,restaurant
Me-Ga Carnitas,,1,70,350.9447419,41.778582,-87.718925,-45.940343,restaurant
Camaron Vaquero,,2,70,357.2799229,41.778582,-87.718925,-45.940343,restaurant
Las Picosas,,1,50,449.5779868,41.778582,-87.718925,-45.940343,restaurant
Mirai Sushi - Wicker Park,,3,80,31.34574125,41.903266,-87.678435,-45.775169,restaurant
The Fifty/50,,2,70,41.31860748,41.903266,-87.678435,-45.775169,restaurant
Cafe Istanbul,,2,90,52.24297305,41.903266,-87.678435,-45.775169,restaurant
Takito Kitchen,,2,80,54.71669636,41.903266,-87.678435,-45.775169,restaurant
Janik's Cafe,,2,80,59.02561087,41.903266,-87.678435,-45.775169,restaurant
Jimmy John's,,1,40,61.243296,41.903266,-87.678435,-45.775169,restaurant
Bourbon On Division,,2,70,69.08850869,41.903266,-87.678435,-45.775169,restaurant
Fatpour Tap Works Wicker Park,,2,80,75.60650846,41.903266,-87.678435,-45.775169,restaurant
Silli Kori,,2,90,85.49059174,41.903266,-87.678435,-45.775169,restaurant
Little Wok Wicker Park,,2,80,123.246843,41.903266,-87.678435,-45.775169,restaurant
Phlavz,,2,70,11.14394644,41.65841315,-87.6107109,-45.95229775,restaurant
Da Portable Rican,,2,90,11.14394644,41.65841315,-87.6107109,-45.95229775,restaurant
Hummus Grill,,2,90,32.16905312,41.895769,-87.67722,-45.781451,restaurant
Subway,,1,50,49.71963315,41.895769,-87.67722,-45.781451,restaurant
Sunrise Cafe,,1,80,52.24785414,41.895769,-87.67722,-45.781451,restaurant
High Dive,,2,70,99.6353199,41.895769,-87.67722,-45.781451,restaurant
Cleo's Bar & Grill,,2,80,103.5528029,41.895769,-87.67722,-45.781451,restaurant
Soulé,,2,80,115.5260361,41.895769,-87.67722,-45.781451,restaurant
Homestead on the Roof,,3,80,135.9796018,41.895769,-87.67722,-45.781451,restaurant
Homies Kitchen,,1,80,716.2078362,41.774074,-87.663815,-45.889741,restaurant
Nick's Gyros,,1,90,11.14394644,41.774074,-87.663815,-45.889741,restaurant
Ranalli's,,2,70,129.9987863,41.918306,-87.636282,-45.717976,restaurant
SaiMai Thai,,2,80,134.4197113,41.918306,-87.636282,-45.717976,restaurant
Geja's Cafe,,3,80,148.8062502,41.918306,-87.636282,-45.717976,restaurant
Sushi O Sushi,,2,80,160.9370541,41.918306,-87.636282,-45.717976,restaurant
The Patio at Cafe Brauer,,2,70,189.1843246,41.918306,-87.636282,-45.717976,restaurant
Riccardo Trattoria,,3,80,281.6582497,41.918306,-87.636282,-45.717976,restaurant
Riccardo Enoteca,,2,80,283.6857464,41.918306,-87.636282,-45.717976,restaurant
Podhalanka,,2,80,63.75183791,41.90345,-87.667747,-45.764297,restaurant
La Pasadita,,1,70,83.31763144,41.90345,-87.667747,-45.764297,restaurant
Lawn Restaurant - Hamburger,,2,90,84.19478071,41.90345,-87.667747,-45.764297,restaurant
Gorilla Sushi Wicker Park,,2,90,89.28008574,41.90345,-87.667747,-45.764297,restaurant
Dr Bird’s Jamaican Patty Shack,,2,90,96.82606721,41.90345,-87.667747,-45.764297,restaurant
Mariscos La Costa,,2,80,105.0646746,41.90345,-87.667747,-45.764297,restaurant
Jieyi Sushi,,2,80,128.3596182,41.90345,-87.667747,-45.764297,restaurant
Philz Coffee,,2,90,134.2736894,41.90345,-87.667747,-45.764297,restaurant
Sunny Sub,,1,70,348.8289698,41.766863,-87.611467,-45.844604,restaurant
Uncle Don Ray's,,1,30,533.9567854,41.766863,-87.611467,-45.844604,restaurant
Jerk 48,,2,50,706.5428875,41.766863,-87.611467,-45.844604,restaurant
Southtown Sub,,1,80,798.4822238,41.766863,-87.611467,-45.844604,restaurant
Front Yard Jerk Grille,,2,70,894.3357021,41.766863,-87.611467,-45.844604,restaurant
Baba's Famous Steak & Lemonade,,1,50,896.7211661,41.766863,-87.611467,-45.844604,restaurant
Marlon's Chicken,,1,70,918.8069813,41.766863,-87.611467,-45.844604,restaurant
Flammin Restaurant,,2,80,972.6203969,41.766863,-87.611467,-45.844604,restaurant
Harold's Chicken,,1,40,979.5591174,41.766863,-87.611467,-45.844604,restaurant
RealGood Stuff - Old Town,,2,80,43.07191587,41.912133,-87.634656,-45.722523,restaurant
Roots Handmade Pizza - Old Town,,2,80,75.69542944,41.912133,-87.634656,-45.722523,restaurant
Domino's Pizza,,1,40,102.1802436,41.912133,-87.634656,-45.722523,restaurant
1959 Kitchen & Bar,,2,70,109.7346485,41.912133,-87.634656,-45.722523,restaurant
Foxtrot,,2,70,131.8702031,41.912133,-87.634656,-45.722523,restaurant
Potbelly Sandwich Shop,,1,50,137.0852105,41.912133,-87.634656,-45.722523,restaurant
Meatheads,,1,80,237.3186426,41.943034,-87.687288,-45.744254,restaurant
Wingstop,,2,50,263.699451,41.943034,-87.687288,-45.744254,restaurant
Big Boy Gyros,,1,70,346.1058161,41.943034,-87.687288,-45.744254,restaurant
Stevo's Grill,,1,50,375.5237558,41.943034,-87.687288,-45.744254,restaurant
Turquoise Restaurant,,2,80,383.0279928,41.943034,-87.687288,-45.744254,restaurant
Popeyes Louisiana Kitchen,,1,40,394.4172894,41.943034,-87.687288,-45.744254,restaurant
a tavola,,3,80,81.14926241,41.895501,-87.682017,-45.786516,restaurant
Old Lviv,,1,80,114.6475381,41.895501,-87.682017,-45.786516,restaurant
Takie Outit,,1,70,116.4414304,41.895501,-87.682017,-45.786516,restaurant
Fatso's Last Stand,,2,80,192.96443,41.895501,-87.682017,-45.786516,restaurant
Kasia’s Deli,,1,80,196.9338361,41.895501,-87.682017,-45.786516,restaurant
Mr Brown's Lounge,,2,70,207.3800924,41.895501,-87.682017,-45.786516,restaurant
Dollop Coffee,,2,70,115.0992516,41.87273154,-87.63351649,-45.76078495,restaurant
Umai,,2,80,206.9765905,41.87273154,-87.63351649,-45.76078495,restaurant
Paisans Pizzeria,,2,80,233.4827195,41.87273154,-87.63351649,-45.76078495,restaurant
Subway,,1,40,249.5448174,41.87273154,-87.63351649,-45.76078495,restaurant
Cafe Press Chicago,,2,70,254.0175263,41.87273154,-87.63351649,-45.76078495,restaurant
Pat's Pizzeria,,2,80,260.7088438,41.87273154,-87.63351649,-45.76078495,restaurant
Festa Pizzeria,,1,70,45.52767205,41.9248156,-87.71449506,-45.78967947,restaurant
Taconazo El Tio,,1,80,56.95221513,41.9248156,-87.71449506,-45.78967947,restaurant
Cafeteria Marcela’s,,1,90,59.6822806,41.9248156,-87.71449506,-45.78967947,restaurant
Park & Field,,2,80,68.34069855,41.9248156,-87.71449506,-45.78967947,restaurant
Monster Ramen,,2,90,89.81394849,41.9248156,-87.71449506,-45.78967947,restaurant
El Pacifico,,1,70,122.2869674,41.9248156,-87.71449506,-45.78967947,restaurant
Jibaritos y Más,,2,80,185.4131735,41.9248156,-87.71449506,-45.78967947,restaurant
El Habanero,,2,90,290.1354157,41.9248156,-87.71449506,-45.78967947,restaurant
Dee's Mandarin & Sushi Lounge,,2,70,65.298067,41.918216,-87.656936,-45.73872,restaurant
The Budlong Hot Chicken,,2,80,250.4512923,41.918216,-87.656936,-45.73872,restaurant
Noodles & Company,,1,70,260.3012875,41.918216,-87.656936,-45.73872,restaurant
Kincade’s Bar & Grill,,2,60,332.5311302,41.918216,-87.656936,-45.73872,restaurant
Evelyns Food Love,,2,80,615.1608743,41.794853,-87.618691,-45.823838,restaurant
Skidoe's Cafe and Grill,,2,70,785.2429986,41.794853,-87.618691,-45.823838,restaurant
Little Wok,,1,50,816.1180368,41.794853,-87.618691,-45.823838,restaurant
The Hot Dog Box,,2,90,823.1568418,41.794853,-87.618691,-45.823838,restaurant
Friistyle,,2,80,834.3754772,41.794853,-87.618691,-45.823838,restaurant
Union Submarine Shop,,1,60,867.0114273,41.794853,-87.618691,-45.823838,restaurant
Wayne's Bar-B-Que and Cajun,,1,70,877.7540784,41.794853,-87.618691,-45.823838,restaurant
Checkers,,1,40,961.8573899,41.794853,-87.618691,-45.823838,restaurant
Route 66,,1,80,217.1641055,41.709948,-87.535365,-45.825417,restaurant
Picosito,,2,100,445.8488882,41.709948,-87.535365,-45.825417,restaurant
Las Mojarras Restaurant,,2,80,498.2526653,41.709948,-87.535365,-45.825417,restaurant
El Charro San Francisco,,1,70,824.1986646,41.709948,-87.535365,-45.825417,restaurant
Gorditas Loli's,,1,80,825.3097858,41.709948,-87.535365,-45.825417,restaurant
Waldo Cooney's Pizza,,1,50,828.1036758,41.709948,-87.535365,-45.825417,restaurant
Gina's Chicken,,1,70,929.4351344,41.709948,-87.535365,-45.825417,restaurant
Small World Inn Bar & Grill,,2,90,11.14394644,41.709948,-87.535365,-45.825417,restaurant
True Food Kitchen,,2,80,78.1073701,41.893992,-87.629318,-45.735326,restaurant
TAO Chicago Restaurant,,3,70,87.98502917,41.893992,-87.629318,-45.735326,restaurant
Quartino Ristorante,,2,80,99.32805739,41.893992,-87.629318,-45.735326,restaurant
Chicago Raw,,2,90,106.5980029,41.893992,-87.629318,-45.735326,restaurant
Brightwok Kitchen,,2,90,122.2742095,41.893992,-87.629318,-45.735326,restaurant
Gordon Ramsay Burger,,2,70,127.6311461,41.893992,-87.629318,-45.735326,restaurant
Hard Rock Cafe,,2,70,133.6793197,41.893992,-87.629318,-45.735326,restaurant
Osteria Via Stato,,2,80,139.3663072,41.893992,-87.629318,-45.735326,restaurant
Bongiorno's Italian Deli & Pizzeria,,2,90,44.5116253,41.890173,-87.626185,-45.736012,restaurant
Kitchen + Kocktails Chicago,,3,60,76.53963394,41.890173,-87.626185,-45.736012,restaurant
Shaw's Crab House,,3,80,80.34013725,41.890173,-87.626185,-45.736012,restaurant
Cafe Nordstrom,,2,80,107.9707767,41.890173,-87.626185,-45.736012,restaurant
Star of Siam,,2,70,116.8459397,41.890173,-87.626185,-45.736012,restaurant
Sugar Factory - River North,,3,60,134.9963452,41.890173,-87.626185,-45.736012,restaurant
Upstairs at the Gwen,,2,70,138.2968669,41.890173,-87.626185,-45.736012,restaurant
Barra Ñ,,2,80,334.9295856,41.938689,-87.692972,-45.754283,restaurant
Wingstop,,2,50,411.4055467,41.938689,-87.692972,-45.754283,restaurant
Taqueria Traspasada,,2,80,428.2193607,41.938689,-87.692972,-45.754283,restaurant
Meatheads,,1,80,447.3969631,41.938689,-87.692972,-45.754283,restaurant
Taqueria La Zacatecana,,1,90,485.3963956,41.938689,-87.692972,-45.754283,restaurant
Stevo's Grill,,1,50,528.5760833,41.938689,-87.692972,-45.754283,restaurant
Cafeteria Marianao,,1,90,193.5654746,41.9166701,-87.7494873,-45.8328172,restaurant
Taqueria La Paz,,1,80,290.9712129,41.9166701,-87.7494873,-45.8328172,restaurant
El Burrito Amigo,,1,70,656.2994934,41.9166701,-87.7494873,-45.8328172,restaurant
Burger King,,1,40,746.4247352,41.9166701,-87.7494873,-45.8328172,restaurant
McDonald's,,1,50,747.009081,41.9166701,-87.7494873,-45.8328172,restaurant
Kolatek's Bakery & Deli,,2,80,571.5411493,41.921425,-87.800825,-45.8794,restaurant
McDonald's,,1,30,628.3422165,41.921425,-87.800825,-45.8794,restaurant
Applebee's Grill + Bar,,2,40,755.4959228,41.921425,-87.800825,-45.8794,restaurant
Popeyes Louisiana Kitchen,,1,30,818.4999378,41.921425,-87.800825,-45.8794,restaurant
Taco Bell,,1,40,825.1622277,41.921425,-87.800825,-45.8794,restaurant
Long John Silver's,,2,80,829.9845318,41.921425,-87.800825,-45.8794,restaurant
Cafe #10 Bar & Grill,,1,80,843.380386,41.921425,-87.800825,-45.8794,restaurant
Maria's Mexican Restaurant,,2,70,849.4500975,41.921425,-87.800825,-45.8794,restaurant
Sky Lake Chinese's Kitchen,,1,60,151.3416732,41.6926176,-87.6280518,-45.9354342,restaurant
Shultz Wings & Hoagie,,1,90,613.8469769,41.6926176,-87.6280518,-45.9354342,restaurant
AP Deli,,2,60,676.0851551,41.6926176,-87.6280518,-45.9354342,restaurant
New Tea Garden Chop Suey,,1,80,791.0905955,41.6926176,-87.6280518,-45.9354342,restaurant
Roseland Pizza & Tacos,,1,50,11.14394644,41.6926176,-87.6280518,-45.9354342,restaurant
Manny's Tacos & Burritos,,1,80,11.14394644,41.6926176,-87.6280518,-45.9354342,restaurant
Fatzees,,2,70,476.076863,42.048308,-87.698224,-45.649916,restaurant
Panino's Pizzeria,,2,70,852.6131475,42.048308,-87.698224,-45.649916,restaurant
Hecky's Barbecue,,2,70,870.6635199,42.048308,-87.698224,-45.649916,restaurant
Kingston Grill,,1,70,891.809613,42.048308,-87.698224,-45.649916,restaurant
Berry Pike,,1,80,931.7960959,42.048308,-87.698224,-45.649916,restaurant
Smylie Brothers Brewing Co,,2,70,960.3653747,42.048308,-87.698224,-45.649916,restaurant
Aloha Wagon,,2,100,29.53988679,41.854109,-87.685838,-45.831729,restaurant
Casa Cafe,,1,80,39.22334552,41.854109,-87.685838,-45.831729,restaurant
Subway,,1,70,195.6294515,41.854109,-87.685838,-45.831729,restaurant
El Nuevo Taconazo Restraurant,,1,70,198.6115747,41.854109,-87.685838,-45.831729,restaurant
Wingstop,,2,30,201.9271667,41.854109,-87.685838,-45.831729,restaurant
Don's Grill,,1,80,264.8693033,41.854109,-87.685838,-45.831729,restaurant
Fairplay Foods,,1,60,305.6691313,41.854109,-87.685838,-45.831729,restaurant
ML Kitchen,,2,80,25.71543959,41.8694821,-87.6554864,-45.7860043,restaurant
Jimmy John's,,1,60,28.4656768,41.8694821,-87.6554864,-45.7860043,restaurant
IDOF Fresh Mediterranean,,2,70,28.61176741,41.8694821,-87.6554864,-45.7860043,restaurant
Mochinut,,1,80,32.05575486,41.8694821,-87.6554864,-45.7860043,restaurant
Chez Joel Bistro,,3,90,44.5466659,41.8694821,-87.6554864,-45.7860043,restaurant
Two Shades Cafe,,1,90,72.29530464,41.8694821,-87.6554864,-45.7860043,restaurant
Papa Johns Pizza,,1,50,80.30403029,41.8694821,-87.6554864,-45.7860043,restaurant
Jarabe,,1,90,83.21727287,41.8694821,-87.6554864,-45.7860043,restaurant
Subway,,1,40,93.18547788,41.8694821,-87.6554864,-45.7860043,restaurant
Lucy's,,2,80,59.39712071,41.900105,-87.696817,-45.796712,restaurant
La Bruquena,,2,70,356.4709526,41.900105,-87.696817,-45.796712,restaurant
Café Colao,,1,80,443.057864,41.900105,-87.696817,-45.796712,restaurant
La Plena Restaurant,,2,80,447.3843852,41.900105,-87.696817,-45.796712,restaurant
Heritage Restaurant & Caviar Bar,,3,90,502.5474988,41.900105,-87.696817,-45.796712,restaurant
Lola’s Coney Island,,2,90,510.1882895,41.900105,-87.696817,-45.796712,restaurant
Feed,,1,80,515.2161394,41.900105,-87.696817,-45.796712,restaurant
Phlavz,,2,70,11.14394644,41.65759,-87.610713,-45.953123,restaurant
Da Portable Rican,,2,90,11.14394644,41.65759,-87.610713,-45.953123,restaurant
Tokyo Lunch Box & Sake Bar,,1,50,75.6063575,41.877245,-87.639366,-45.762121,restaurant
Tokyo Lunchbox,,1,50,75.6063575,41.877245,-87.639366,-45.762121,restaurant
Alonti Deli,,1,60,75.73998963,41.877245,-87.639366,-45.762121,restaurant
Little Toasted,,2,80,77.17185182,41.877245,-87.639366,-45.762121,restaurant
corner bakery CAFE,,2,40,115.7134455,41.877245,-87.639366,-45.762121,restaurant
Robinson's No. 1 Ribs,,1,50,147.8094284,41.877245,-87.639366,-45.762121,restaurant
Auntie Anne's,,1,60,150.2338343,41.877245,-87.639366,-45.762121,restaurant
McDonald's,,1,50,155.9859297,41.877245,-87.639366,-45.762121,restaurant
Gold Coast Hotdogs,,2,60,162.1372748,41.877245,-87.639366,-45.762121,restaurant
The Crowd Theater,,1,100,167.5921092,41.954383,-87.648043,-45.69366,restaurant
Nano Sushi,,2,80,176.135269,41.954383,-87.648043,-45.69366,restaurant
Subway,,1,60,317.804618,41.954383,-87.648043,-45.69366,restaurant
Pancake Cafe - Chicago,,2,70,346.2098059,41.954383,-87.648043,-45.69366,restaurant
Michael's Original Pizzeria & Tavern,,2,90,411.5022007,41.954383,-87.648043,-45.69366,restaurant
Dollop Coffee,,1,80,425.4101311,41.954383,-87.648043,-45.69366,restaurant
La Quebrada De La 63,,2,70,133.8056021,41.779953,-87.7178221,-45.9378691,restaurant
Palermo's Italian Restaurant,,2,80,158.6745456,41.779953,-87.7178221,-45.9378691,restaurant
El Indio Cocina Mexicana,,1,80,330.0932777,41.779953,-87.7178221,-45.9378691,restaurant
La Jaiba,,1,40,406.2999707,41.779953,-87.7178221,-45.9378691,restaurant
Camaron Vaquero,,2,70,449.8748155,41.779953,-87.7178221,-45.9378691,restaurant
Me-Ga Carnitas,,1,70,500.7738882,41.779953,-87.7178221,-45.9378691,restaurant
El Pollo Real #2,,1,80,503.1421785,41.779953,-87.7178221,-45.9378691,restaurant
Taquizas Y Banquetes El Siete,,2,90,104.4773839,41.822897,-87.704154,-45.881257,restaurant
Mariscos El Abuelo Y Yo Seafood,,2,80,188.0017574,41.822897,-87.704154,-45.881257,restaurant
Golden Heart Mariscos & Restaurant,,1,70,745.8526637,41.822897,-87.704154,-45.881257,restaurant
El Campestre,,1,70,752.3292031,41.822897,-87.704154,-45.881257,restaurant
Los Gallos 2,,1,70,771.3224549,41.822897,-87.704154,-45.881257,restaurant
La Fiesta Restaurant,,1,70,778.1844063,41.822897,-87.704154,-45.881257,restaurant
D' Nuez,,2,70,792.9912241,41.822897,-87.704154,-45.881257,restaurant
Jiang Niu,,3,70,246.1517695,41.849527,-87.640591,-45.791064,restaurant
Punky's Pizza & Pasta,,1,80,482.9269747,41.849527,-87.640591,-45.791064,restaurant
312 Fish Market,,2,90,494.9085223,41.849527,-87.640591,-45.791064,restaurant
Holu,,4,80,498.2005198,41.849527,-87.640591,-45.791064,restaurant
Dolo Restaurant and Bar,,2,80,502.4227186,41.849527,-87.640591,-45.791064,restaurant
Lawrence's Fish & Shrimp,,2,70,512.1223908,41.849527,-87.640591,-45.791064,restaurant
Del Toro,,2,80,625.2564752,41.849527,-87.640591,-45.791064,restaurant
Lao Sze Chuan,,2,70,627.1177534,41.849527,-87.640591,-45.791064,restaurant
United Grill,,1,90,497.7920417,41.9127779,-87.7436434,-45.8308655,restaurant
Cafeteria Marianao,,1,90,528.9274236,41.9127779,-87.7436434,-45.8308655,restaurant
Las Delicias De Puerto Rico,,1,80,531.6023394,41.9127779,-87.7436434,-45.8308655,restaurant
Subway,,1,50,562.0952633,41.9127779,-87.7436434,-45.8308655,restaurant
Wendy's,,1,40,580.7641518,41.9127779,-87.7436434,-45.8308655,restaurant
Burger King,,1,40,585.1896933,41.9127779,-87.7436434,-45.8308655,restaurant
Wingstop,,2,40,613.6632296,41.9127779,-87.7436434,-45.8308655,restaurant
See Thru Chinese Kitchen,,1,50,644.7849287,41.736783,-87.602241,-45.865458,restaurant
Pepe's Mexican Restaurant,,2,40,767.0981972,41.736783,-87.602241,-45.865458,restaurant
Uncle John's Barbecue,,2,50,843.0193242,41.736783,-87.602241,-45.865458,restaurant
Seafood Junction,,2,60,852.794471,41.736783,-87.602241,-45.865458,restaurant
Dat Donut,,1,90,865.0248983,41.736783,-87.602241,-45.865458,restaurant
Taco Max,,2,90,27.18244221,41.95400484,-87.71912818,-45.76512334,restaurant
Original Alps Pancake House,,2,70,56.24244065,41.95400484,-87.71912818,-45.76512334,restaurant
O’Manny’s Mexican Restaurant,,2,70,62.31130524,41.95400484,-87.71912818,-45.76512334,restaurant
Chicken Works & Salad Company,,2,90,67.01459213,41.95400484,-87.71912818,-45.76512334,restaurant
JT’s Genuine Sandwich Shop,,2,90,99.55031616,41.95400484,-87.71912818,-45.76512334,restaurant
Big League Burgers,,2,80,217.5090729,41.95400484,-87.71912818,-45.76512334,restaurant
Thai Thai,,1,70,248.4296271,41.95400484,-87.71912818,-45.76512334,restaurant
Nuevo Jalisco,,1,90,4.425375134,41.91702,-87.727096,-45.810076,restaurant
Margarita's Mom's Pizza,,1,70,288.1125784,41.91702,-87.727096,-45.810076,restaurant
El Azteca,,1,80,343.0816816,41.91702,-87.727096,-45.810076,restaurant
Xurro,,1,80,473.0317752,41.91702,-87.727096,-45.810076,restaurant
Rica Arepa,,2,90,531.0620529,41.91702,-87.727096,-45.810076,restaurant
El Pilon,,3,30,618.7623962,41.91702,-87.727096,-45.810076,restaurant
Hermosa,,1,100,748.3030923,41.91702,-87.727096,-45.810076,restaurant
Googoo's Table,,1,80,748.3030923,41.91702,-87.727096,-45.810076,restaurant
Subway,,1,60,750.2231562,41.91702,-87.727096,-45.810076,restaurant
La Quebrada,,1,70,775.6873433,41.91702,-87.727096,-45.810076,restaurant
Burger King,,1,30,51.43735156,41.75094,-87.61379,-45.86285,restaurant
Tropic Island Chicken,,2,70,277.1029698,41.75094,-87.61379,-45.86285,restaurant
JJ's Grill,,1,20,371.8997855,41.75094,-87.61379,-45.86285,restaurant
Pepe's Mexican Restaurant,,1,50,521.7464781,41.75094,-87.61379,-45.86285,restaurant
Just Jerk Cafe,,2,80,561.5544845,41.75094,-87.61379,-45.86285,restaurant
Old Chicago Pizza,,2,70,641.3159016,41.75094,-87.61379,-45.86285,restaurant
Subway,,1,20,697.0811754,41.75094,-87.61379,-45.86285,restaurant
Billy's Gyros,,1,60,736.596847,41.75094,-87.61379,-45.86285,restaurant
Home Run Inn Pizza - 31st St,,2,70,70.75520153,41.836966,-87.730502,-45.893536,restaurant
El Molino Taqueria,,1,60,571.6558476,41.836966,-87.730502,-45.893536,restaurant
Restaurant Los Langostinos,,1,70,623.5263311,41.836966,-87.730502,-45.893536,restaurant
Taqueria Los Gallos,,1,80,771.4722926,41.836966,-87.730502,-45.893536,restaurant
Troha's Chicken & Shrimp House,,2,80,781.8369499,41.836966,-87.730502,-45.893536,restaurant
El Pollo Real,,2,90,799.4797179,41.836966,-87.730502,-45.893536,restaurant
Izalco Restaurant,,2,70,817.2986138,41.836966,-87.730502,-45.893536,restaurant
McDonald's,,1,30,830.9458293,41.836966,-87.730502,-45.893536,restaurant
The Jerk Shop,,1,60,652.2227612,41.889161,-87.765738,-45.876577,restaurant
Chef Daddy's,,1,70,699.0648508,41.889161,-87.765738,-45.876577,restaurant
Coleman's Bar-B-Que No 2,,2,70,726.0268896,41.889161,-87.765738,-45.876577,restaurant
Butter & Brown Bistro,,2,50,778.1533739,41.889161,-87.765738,-45.876577,restaurant
J J Fish & Chicken,,1,60,938.9826361,41.889161,-87.765738,-45.876577,restaurant
Peeples Taco Place,,1,70,945.9161467,41.889161,-87.765738,-45.876577,restaurant
Subway,,1,20,979.1439548,41.889161,-87.765738,-45.876577,restaurant
Taco Pros,,1,80,11.14394644,41.889161,-87.765738,-45.876577,restaurant
Macarthur's Restaurant,,1,70,11.14394644,41.889161,-87.765738,-45.876577,restaurant
Friends Ramen,,2,80,33.69245854,41.8966172,-87.62857854,-45.73196134,restaurant
Friends Sushi On State,,2,80,49.07651214,41.8966172,-87.62857854,-45.73196134,restaurant
Philz Coffee,,1,90,61.61569926,41.8966172,-87.62857854,-45.73196134,restaurant
Subway,,1,30,73.42069819,41.8966172,-87.62857854,-45.73196134,restaurant
McDonald's,,1,40,81.24095271,41.8966172,-87.62857854,-45.73196134,restaurant
Mister J's,,1,70,95.76029212,41.8966172,-87.62857854,-45.73196134,restaurant
Bella Luna Bar & Pizza,,2,70,118.9034475,41.8966172,-87.62857854,-45.73196134,restaurant
Alpana,,3,80,125.215735,41.8966172,-87.62857854,-45.73196134,restaurant
Pizano's Pizza & Pasta,,2,40,128.5928952,41.8966172,-87.62857854,-45.73196134,restaurant
Chick-fil-A,,1,80,137.5150889,41.8966172,-87.62857854,-45.73196134,restaurant
Rosati's Pizza,,1,50,416.2927668,41.862378,-87.651062,-45.788684,restaurant
Joy Yee's Noodle Shop,,2,70,421.3929894,41.862378,-87.651062,-45.788684,restaurant
Bar Louie -University Village,,2,50,444.989979,41.862378,-87.651062,-45.788684,restaurant
Subway,,1,40,490.2020399,41.862378,-87.651062,-45.788684,restaurant
Lotus Cafe & Bánh Mì Sandwiches,,1,90,492.7981424,41.862378,-87.651062,-45.788684,restaurant
Phlavz,,2,70,499.8802255,41.862378,-87.651062,-45.788684,restaurant
Tacos Palacio,,1,80,506.6910373,41.862378,-87.651062,-45.788684,restaurant
Armand's Pizzeria,,2,80,18.17652804,41.95774,-87.688273,-45.730533,restaurant
Mi Fogata,,2,80,291.3033289,41.95774,-87.688273,-45.730533,restaurant
Sticky Rice,,2,80,342.8893716,41.95774,-87.688273,-45.730533,restaurant
Taqueria 5 de Mayo,,1,90,383.5887884,41.95774,-87.688273,-45.730533,restaurant
Jimmy's Pizza Café,,1,80,431.3397832,41.95774,-87.688273,-45.730533,restaurant
Taqueria El Asadero,,2,80,510.1929348,41.95774,-87.688273,-45.730533,restaurant
Lou Malnati's Pizzeria,,2,70,510.2040172,41.95774,-87.688273,-45.730533,restaurant
